drug_name,ndc_code,hcpcs_code,numerator_strength,mbu_increment,mbu_increments_per_bottle,mbus_per_package,package_quantity,ndc_unit_sum
Sodium Chloride,49230-0300-10,,900,,,,12,
Sodium Chloride,51662-1258-01,,900,,,,1,
Sodium Chloride,51662-1318-01,,900,,,,100,
Sodium Chloride,51662-1342-01,,9,,,,10,
Sodium Chloride,52584-0025-30,,234,,,,1,
Sodium Chloride,52584-0186-01,,9,,,,1,
Sodium Chloride,52584-0888-10,,9,,,,1,
Sodium Chloride,52584-0888-20,,9,,,,1,
Sodium Chloride,52584-0888-50,,9,,,,1,
Sodium Chloride,55154-0103-08,,9,,,,1,
Sodium Chloride,55154-0126-05,,9,,,,5,
Sodium Chloride,55154-3183-05,,9,,,,5,
Sodium Chloride,55154-3183-08,,9,,,,1,
Sodium Chloride,55154-6979-08,,9,,,,1,
Sodium Chloride,55154-9357-05,,9,,,,5,
Sodium Chloride,61699-1966-02,,9,,,,1,
Sodium Chloride,61699-4888-01,,9,,,,1,
Sodium Chloride,63323-0088-61,,234,,,,10,
Sodium Chloride,63323-0088-63,,234,,,,10,
Sodium Chloride,63323-0139-40,,146,,,,25,
Sodium Chloride,63323-0186-00,,9,,,,25,
Sodium Chloride,63323-0186-02,,9,,,,25,
Sodium Chloride,63323-0186-10,,9,,,,25,
Sodium Chloride,63323-0186-20,,9,,,,25,
Sodium Chloride,63323-0187-30,,234,,,,25,
Sodium Chloride,63323-0530-75,,3,,,,20,
Sodium Chloride,63323-0623-53,,9,,,,50,
Sodium Chloride,63323-0623-61,,9,,,,100,
Sodium Chloride,63323-0623-74,J7040,9,500,0.5,250,250,62500
Sodium Chloride,63323-0623-75,J7030,9,1000,0.5,500,500,250000
Sodium Chloride,63323-0623-76,J7040,9,500,2,1000,1000,1000000
Sodium Chloride,63323-0626-00,,450,,,,50,
Sodium Chloride,63323-0626-10,,450,,,,10,
Sodium Chloride,63323-0626-25,,450,,,,30,
Sodium Chloride,63323-0626-50,,450,,,,60,
Sodium Chloride,63323-0626-55,,450,,,,20,
Sodium Chloride,63323-0632-40,,9,,,,1000,
Sodium Chloride,63323-0632-75,,9,,,,500,
Sodium Chloride,64253-0202-30,,9,,,,60,
Sodium Chloride,65044-7131-02,,9,,,,25,
Sodium Chloride,65044-7133-02,,9,,,,25,
Sodium Chloride,65282-1505-01,,9,,,,5,
Sodium Chloride,65282-1510-01,,9,,,,5,
Sodium Chloride,70518-1425-00,,9,,,,25,
Sodium Chloride,76297-0001-01,,9,,,,20,
Sodium Chloride,76297-0001-11,,9,,,,115,
Sodium Chloride,76297-0001-21,,9,,,,70,
Sodium Chloride,76297-0001-31,,9,,,,28,
Sodium Chloride,76297-0001-41,,9,,,,10,
Solu-Medrol,00009-0003-02,J2930,500,125,4,500,1,500
Solu-Medrol,00009-0018-20,J2930,1,125,8,1000,1,1000
Solu-Medrol,00009-0039-06,J2920,40,40,1,40,25,1000
Solu-Medrol,00009-0039-28,J2920,40,40,1,40,25,1000
Solu-Medrol,00009-0039-32,J2920,40,40,1,40,25,1000
Solu-Medrol,00009-0047-04,J2930,125,125,1,125,25,3125
Solu-Medrol,00009-0047-22,J2930,125,125,1,125,25,3125
Solu-Medrol,00009-0047-26,J2930,125,125,1,125,25,3125
Solu-Medrol,00009-0698-01,J2930,1,125,8,1000,1,1000
Solu-Medrol,00009-0698-02,J2930,1,125,8,1000,1,1000
Solu-Medrol,00009-0758-01,J2930,500,125,4,500,1,500
Solu-Medrol,50090-0271-00,J2930,125,125,1,125,2,250
Solu-Medrol,50090-0271-01,,125,,,,25,
Solu-Medrol,51662-1263-01,,125,,,,1,
Solu-Medrol,51662-1264-01,,40,,,,1,
Solu-Medrol,52584-0039-30,,40,,,,1,
Solu-Medrol,52584-0047-25,,125,,,,1,
Solu-Medrol,55154-3939-05,,40,,,,5,
Solu-Medrol,55154-3940-05,,40,,,,5,
Solu-Medrol,55154-3940-08,,40,,,,1,
Solu-Medrol,55154-3941-05,,125,,,,5,
Solu-Medrol,55154-3941-08,,125,,,,1,
Solu-Medrol,55154-3944-05,,125,,,,5,
Solu-Medrol,61699-0047-02,,125,,,,1,
Solu-Medrol,68071-1792-02,,125,,,,2,
Solu-Medrol,70385-2016-01,,125,,,,1,
Solu-Medrol,70518-0334-00,,125,,,,2,
Solu-Medrol,70518-1424-00,,125,,,,25,
Solu-Medrol,70518-2023-00,,125,,,,25,
Solu-Medrol,71872-7061-01,,125,,,,1,
Somatuline Depot,15054-1060-03,J1930,60,1,60,60,1,60
Somatuline Depot,15054-1060-04,,60,,,,1,
Somatuline Depot,15054-1090-03,J1930,90,1,90,90,1,90
Somatuline Depot,15054-1090-04,,90,,,,1,
Somatuline Depot,15054-1120-03,J1930,120,1,120,120,1,120
Somatuline Depot,15054-1120-04,,120,,,,1,
Sustol,47426-0101-06,J1627,10,0.1,100,10,6,60
Tecentriq,50242-0917-01,J9022,1200,10,120,1200,1,1200
Tecentriq,50242-0917-86,,1200,,,,1,
Tecentriq,50242-0918-01,J9022,840,10,84,840,1,840
Tecentriq,50242-0918-86,,840,,,,1,
Topotecan,00409-0302-01,J9351,1,0.1,40,4,1,4
Topotecan,00703-4714-01,J9351,1,0.1,40,4,1,4
Topotecan,25021-0236-04,J9351,1,0.1,40,4,1,4
Topotecan,50742-0404-01,,4,,,,4,
Topotecan,66758-0051-01,,1,,,,1,
Topotecan,66758-0051-03,,1,,,,1,
Topotecan,66758-0051-05,,1,,,,1,
Topotecan,67457-0662-05,J9351,1,0.1,40,4,1,4
Treanda,63459-0390-08,J9033,25,1,25,25,1,25
Treanda,63459-0391-20,J9033,100,1,100,100,1,100
Udenyca,70114-0101-01,Q5111,6,0.5,12,6,1,6
Varubi,69656-0102-10,,1.8,,,,1,
Vectibix,55513-0954-01,J9303,100,10,10,100,1,100
Vectibix,55513-0956-01,J9303,400,10,40,400,1,400
Velcade,63020-0049-01,J9041,3.5,0.1,35,3.5,1,3.5
Venofer,00517-2310-05,J1756,20,1,200,200,5,1000
Venofer,00517-2325-10,J1756,20,1,50,50,10,500
Venofer,00517-2340-01,,20,,,,1,
Venofer,00517-2340-10,J1756,20,1,100,100,10,1000
Venofer,00517-2340-25,J1756,20,1,100,100,25,2500
Venofer,00517-2340-99,J1756,20,1,100,100,10,1000
Venofer,49230-0530-10,J1756,20,1,50,50,10,500
Venofer,49230-0530-25,J1756,20,1,50,50,25,1250
Venofer,49230-0534-10,J1756,20,1,100,100,10,1000
Venofer,49230-0534-25,J1756,20,1,100,100,25,2500
Vinorelbine,25021-0204-01,J9390,10,10,1,10,1,10
Vinorelbine,25021-0204-05,J9390,10,10,5,50,1,50
Vinorelbine,45963-0607-55,J9390,10,10,1,10,1,10
Vinorelbine,45963-0607-56,J9390,10,10,5,50,1,50
Vinorelbine,50742-0420-01,,10,,,,1,
Vinorelbine,50742-0427-05,,50,,,,1,
Vinorelbine,61703-0341-09,J9390,10,10,5,50,1,50
Xgeva,55513-0730-01,J0897,120,1,120,120,1,120
Zaltrap,00024-5840-01,J9400,100,1,100,100,1,100
Zaltrap,00024-5840-03,,100,,,,3,
Zaltrap,00024-5841-01,J9400,200,1,200,200,1,200
Zarxio,61314-0304-01,Q5101,300,1,300,300,1,300
Zarxio,61314-0304-10,Q5101,300,1,300,300,2,600
Zarxio,61314-0312-01,Q5101,480,1,480,480,1,480
Zarxio,61314-0312-10,Q5101,480,1,480,480,2,960
Zarxio,61314-0318-01,Q5101,300,1,300,300,1,300
Zarxio,61314-0318-10,Q5101,300,1,300,300,2,600
Zarxio,61314-0326-01,Q5101,480,1,480,480,1,480
Zarxio,61314-0326-10,Q5101,480,1,480,480,2,960
Bosulif,00069-0135-01,,100,,,,120,0
Bosulif,00069-0136-01,,500,,,,30,0
Bosulif,00069-0193-01,,400,,,,30,0
Bosulif,63539-0117-01,,100,,,,120,0
Braftovi,70255-0020-01,,50,,,,2,0
Braftovi,70255-0025-01,,75,,,,2,0
Braftovi,70255-0025-03,,75,,,,2,0
Cabometyx,42388-0023-26,,60,,,,30,0
Cabometyx,42388-0023-36,,60,,,,30,0
Cabometyx,42388-0023-37,,60,,,,15,0
Cabometyx,42388-0024-26,,20,,,,30,0
Cabometyx,42388-0024-37,,20,,,,15,0
Cabometyx,42388-0025-26,,40,,,,30,0
Cabometyx,42388-0025-37,,40,,,,15,0
Calquence,00310-0512-28,,100,,,,28,0
Calquence,00310-0512-60,,100,,,,60,0
Copiktra,71779-0115-01,,15,,,,56,0
Copiktra,71779-0115-02,,15,,,,2,0
Copiktra,71779-0125-01,,25,,,,56,0
Copiktra,71779-0125-02,,25,,,,1,0
Cyclophosphamide,00054-0382-25,J8530,25,25,100,2500,100,0
Cyclophosphamide,00054-0383-25,J8530,50,25,200,5000,100,0
Cyclophosphamide,43975-0307-10,J8530,25,25,100,2500,100,0
Cyclophosphamide,43975-0308-10,J8530,50,25,200,5000,100,0
Cyclophosphamide,54879-0021-01,J8530,25,25,100,2500,100,0
Cyclophosphamide,54879-0022-01,J8530,50,25,200,5000,100,0
Cyclophosphamide,69097-0516-07,,25,,,,100,0
Cyclophosphamide,69097-0517-07,,50,,,,100,0
Dexamethasone,00054-3177-57,,0.5,,,,240,0
Dexamethasone,00054-3177-63,,0.5,,,,500,0
Dexamethasone,00054-4179-25,,0.5,,,,100,0
Dexamethasone,00054-4180-25,,0.75,,,,100,0
Dexamethasone,00054-4181-25,,1,,,,100,0
Dexamethasone,00054-4182-25,,1.5,,,,100,0
Dexamethasone,00054-4182-31,,1.5,,,,1000,0
Dexamethasone,00054-4183-25,,2,,,,100,0
Dexamethasone,00054-4184-25,,4,,,,100,0
Dexamethasone,00054-4186-25,,6,,,,100,0
Dexamethasone,00054-8174-25,,1,,,,10,0
Dexamethasone,00054-8175-25,,4,,,,10,0
Dexamethasone,00054-8176-25,,2,,,,10,0
Dexamethasone,00054-8179-25,,0.5,,,,10,0
Dexamethasone,00054-8180-25,,0.75,,,,10,0
Dexamethasone,00054-8181-25,,1.5,,,,10,0
Dexamethasone,00054-8183-25,,6,,,,10,0
Dexamethasone,00095-0087-35,,1.5,,,,35,0
Dexamethasone,00095-0088-51,,1.5,,,,51,0
Dexamethasone,00095-0089-21,,1.5,,,,21,0
Dexamethasone,10544-0211-10,,1.5,,,,10,0
Dexamethasone,10544-0212-06,,4,,,,6,0
Dexamethasone,21695-0290-30,,0.75,,,,30,0
Dexamethasone,21695-0382-04,,4,,,,4,0
Dexamethasone,21695-0382-08,,4,,,,8,0
Dexamethasone,21695-0382-20,,4,,,,20,0
Dexamethasone,21695-0382-60,,4,,,,60,0
Dexamethasone,21695-0728-12,,1,,,,12,0
Dexamethasone,21695-0745-12,,2,,,,12,0
Dexamethasone,33261-0625-10,,4,,,,10,0
Dexamethasone,42195-0151-10,,1.5,,,,100,0
Dexamethasone,43063-0266-07,,2,,,,7,0
Dexamethasone,48102-0045-01,,0.5,,,,100,0
Dexamethasone,48102-0046-01,,0.75,,,,100,0
Dexamethasone,48102-0047-01,,4,,,,100,0
Dexamethasone,48102-0048-01,,6,,,,100,0
Dexamethasone,49884-0084-01,,0.5,,,,100,0
Dexamethasone,49884-0085-01,,0.75,,,,100,0
Dexamethasone,49884-0086-01,,1.5,,,,100,0
Dexamethasone,49884-0087-01,,4,,,,100,0
Dexamethasone,49884-0373-01,,6,,,,100,0
Dexamethasone,49999-0059-06,,4,,,,6,0
Dexamethasone,49999-0059-12,,4,,,,12,0
Dexamethasone,50090-0088-00,,4,,,,30,0
Dexamethasone,50090-0088-04,J8540,4,0.25,96,24,6,0
Dexamethasone,50090-0089-00,J8540,4,0.25,448,112,28,0
Dexamethasone,52959-0392-06,,0.75,,,,6,0
Dexamethasone,52959-0392-12,,0.75,,,,12,0
Dexamethasone,52959-0392-15,,0.75,,,,15,0
Dexamethasone,52959-0392-21,,0.75,,,,21,0
Dexamethasone,52959-0392-28,,0.75,,,,28,0
Dexamethasone,52959-0392-30,,0.75,,,,30,0
Dexamethasone,52959-0547-01,,4,,,,1,0
Dexamethasone,52959-0547-04,,4,,,,4,0
Dexamethasone,52959-0547-05,,4,,,,5,0
Dexamethasone,52959-0547-07,,4,,,,7,0
Dexamethasone,52959-0547-10,,4,,,,10,0
Dexamethasone,52959-0547-11,,4,,,,11,0
Dexamethasone,52959-0547-12,,4,,,,12,0
Dexamethasone,52959-0547-16,,4,,,,16,0
Dexamethasone,52959-0547-18,,4,,,,18,0
Dexamethasone,52959-0547-20,,4,,,,20,0
Dexamethasone,52959-0547-21,,4,,,,21,0
Dexamethasone,52959-0547-28,,4,,,,28,0
Dexamethasone,52959-0547-30,,4,,,,30,0
Dexamethasone,52959-0547-50,,4,,,,50,0
Dexamethasone,53217-0231-21,,0.75,,,,21,0
Dexamethasone,53217-0231-30,,0.75,,,,30,0
Dexamethasone,53217-0231-60,,0.75,,,,60,0
Dexamethasone,53217-0231-90,,0.75,,,,90,0
Dexamethasone,53217-0310-01,,0.5,,,,237,0
Dexamethasone,53217-0374-10,,4,,,,10,0
Dexamethasone,54879-0003-08,,0.5,,,,237,0
Dexamethasone,55154-4901-00,,4,,,,10,0
Dexamethasone,55154-4914-00,,2,,,,10,0
Dexamethasone,55289-0582-04,,4,,,,4,0
Dexamethasone,55289-0582-06,,4,,,,6,0
Dexamethasone,55289-0582-10,,4,,,,10,0
Dexamethasone,55289-0582-21,,4,,,,21,0
Dexamethasone,55289-0582-28,,4,,,,28,0
Dexamethasone,55289-0903-10,,0.75,,,,10,0
Dexamethasone,55289-0903-12,,0.75,,,,12,0
Dexamethasone,55289-0903-20,,0.75,,,,20,0
Dexamethasone,60432-0466-08,J8540,0.5,0.25,94.8,23.7,1,0
Dexamethasone,61919-0269-21,,1.5,,,,21,0
Dexamethasone,61919-0269-55,,1.5,,,,55,0
Dexamethasone,63187-0383-05,,2,,,,5,0
Dexamethasone,63187-0383-24,,2,,,,24,0
Dexamethasone,63187-0383-30,,2,,,,30,0
Dexamethasone,63187-0383-60,,2,,,,60,0
Dexamethasone,63187-0383-90,,2,,,,90,0
Dexamethasone,63187-0561-00,,4,,,,100,0
Dexamethasone,63187-0561-10,,4,,,,10,0
Dexamethasone,63187-0561-24,,4,,,,24,0
Dexamethasone,63187-0561-30,,4,,,,30,0
Dexamethasone,63187-0561-60,,4,,,,60,0
Dexamethasone,63187-0561-90,,4,,,,90,0
Dexamethasone,63629-3742-00,,4,,,,4,0
Dexamethasone,63629-3742-01,,4,,,,30,0
Dexamethasone,63629-3742-02,,4,,,,6,0
Dexamethasone,63629-3742-03,,4,,,,3,0
Dexamethasone,63629-3742-04,,4,,,,15,0
Dexamethasone,63629-3742-05,,4,,,,40,0
Dexamethasone,63629-3742-06,,4,,,,60,0
Dexamethasone,63629-3742-07,,4,,,,28,0
Dexamethasone,63629-3742-08,,4,,,,90,0
Dexamethasone,63629-3742-09,,4,,,,10,0
Dexamethasone,63629-7806-01,,6,,,,30,0
Dexamethasone,63629-7806-02,,6,,,,4,0
Dexamethasone,64980-0509-24,,0.5,,,,237,0
Dexamethasone,66267-0067-12,,4,,,,12,0
Dexamethasone,66267-0067-21,,4,,,,21,0
Dexamethasone,66336-0479-40,,4,,,,40,0
Dexamethasone,67296-0326-01,,4,,,,10,0
Dexamethasone,67296-1090-01,,4,,,,10,0
Dexamethasone,68047-0702-01,,1.5,,,,100,0
Dexamethasone,68047-0702-21,,1.5,,,,21,0
Dexamethasone,68047-0702-35,,1.5,,,,35,0
Dexamethasone,68047-0702-51,,1.5,,,,51,0
Dexamethasone,68071-4127-01,,4,,,,21,0
Dexamethasone,68071-4127-02,,4,,,,12,0
Dexamethasone,68071-4127-05,,4,,,,15,0
Dexamethasone,68071-4127-06,,4,,,,6,0
Dexamethasone,68788-7142-01,,4,,,,12,0
Dexamethasone,68788-7142-03,,4,,,,30,0
Dexamethasone,68788-7142-05,,4,,,,15,0
Dexamethasone,68788-7267-00,,0.75,,,,100,0
Dexamethasone,68788-7267-01,,0.75,,,,12,0
Dexamethasone,68788-7267-02,,0.75,,,,21,0
Dexamethasone,68788-7267-03,,0.75,,,,30,0
Dexamethasone,68788-9938-01,,4,,,,12,0
Dexamethasone,68788-9938-03,,4,,,,30,0
Dexamethasone,68788-9938-05,,4,,,,15,0
Dexamethasone,68788-9939-00,,0.75,,,,100,0
Dexamethasone,68788-9939-01,,0.75,,,,12,0
Dexamethasone,68788-9939-02,,0.75,,,,21,0
Dexamethasone,68788-9939-03,,0.75,,,,30,0
Dexamethasone,70518-0843-00,,4,,,,30,0
Dexamethasone,70518-1534-00,,4,,,,30,0
Dexamethasone,70518-1534-01,,4,,,,2,0
Dexamethasone,71335-0077-01,,0.75,,,,12,0
Dexamethasone,71335-0077-02,,0.75,,,,42,0
Dexamethasone,71335-0077-03,,0.75,,,,30,0
Dexamethasone,71335-0077-04,,0.75,,,,21,0
Dexamethasone,71335-0077-05,,0.75,,,,20,0
Dexamethasone,71335-0177-00,,4,,,,4,0
Dexamethasone,71335-0177-01,,4,,,,30,0
Dexamethasone,71335-0177-02,,4,,,,6,0
Dexamethasone,71335-0177-03,,4,,,,3,0
Dexamethasone,71335-0177-04,,4,,,,15,0
Dexamethasone,71335-0177-05,,4,,,,40,0
Dexamethasone,71335-0177-06,,4,,,,60,0
Dexamethasone,71335-0177-07,,4,,,,28,0
Dexamethasone,71335-0177-08,,4,,,,90,0
Dexamethasone,71335-0177-09,,4,,,,10,0
Diphenhydramine,21695-0304-15,,25,,,,15,0
Diphenhydramine,21695-0304-20,,25,,,,20,0
Diphenhydramine,21695-0304-24,,25,,,,24,0
Diphenhydramine,21695-0304-30,,25,,,,30,0
Diphenhydramine,21695-0304-90,,25,,,,90,0
Diphenhydramine,21695-0500-15,,25,,,,15,0
Diphenhydramine,21695-0500-20,,25,,,,20,0
Diphenhydramine,21695-0500-30,,25,,,,30,0
Diphenhydramine,51824-0048-01,,25,,,,100,0
Diphenhydramine,52959-0053-06,,50,,,,6,0
Diphenhydramine,52959-0053-10,,50,,,,10,0
Diphenhydramine,52959-0053-12,,50,,,,12,0
Diphenhydramine,52959-0053-15,,50,,,,15,0
Diphenhydramine,52959-0053-20,,50,,,,20,0
Diphenhydramine,52959-0053-30,,50,,,,30,0
Diphenhydramine,52959-0053-52,,50,,,,52,0
Diphenhydramine,57344-0090-01,,25,,,,2,0
Diphenhydramine,57344-0090-02,,25,,,,4,0
Diphenhydramine,57344-0090-03,,25,,,,1,0
Diphenhydramine,57344-0090-05,,25,,,,400,0
Diphenhydramine,57344-0090-06,,25,,,,2,0
Diphenhydramine,57344-0113-01,,25,,,,2,0
Diphenhydramine,57344-0113-02,,25,,,,4,0
Diphenhydramine,57344-0113-03,,25,,,,1,0
Diphenhydramine,58599-0003-25,,25,,,,1,0
Diphenhydramine,58599-0003-29,,25,,,,1,0
Diphenhydramine,58599-0003-35,,25,,,,1,0
Diphenhydramine,58599-0003-90,,25,,,,50000,0
Diphenhydramine,58599-0004-25,,50,,,,1,0
Diphenhydramine,58599-0004-29,,50,,,,1,0
Diphenhydramine,58599-0004-35,,50,,,,1,0
Diphenhydramine,58599-0004-90,,50,,,,50000,0
Diphenhydramine,68196-0929-78,,25,,,,600,0
Diphenhydramine,76413-0333-01,,12.5,,,,118,0
Erleada,59676-0600-12,,60,,,,120,0
Erleada,59676-0600-56,,60,,,,2,0
Erleada,59676-0600-99,,60,,,,120,0
Etoposide,00378-3266-94,J8560,50,50,20,1000,20,0
Fareston,42747-0327-30,,60,,,,30,0
Fareston,42747-0327-72,,60,,,,7,0
Furosemide,00054-3294-46,,10,,,,60,0
Furosemide,00054-3294-50,,10,,,,120,0
Furosemide,00054-3298-63,,40,,,,500,0
Furosemide,00054-4297-25,,20,,,,100,0
Furosemide,00054-4297-31,,20,,,,1000,0
Furosemide,00054-4299-25,,40,,,,100,0
Furosemide,00054-4299-31,,40,,,,1000,0
Furosemide,00054-4301-25,,80,,,,100,0
Furosemide,00054-4301-29,,80,,,,500,0
Furosemide,00054-8297-25,,20,,,,10,0
Furosemide,00054-8299-25,,40,,,,10,0
Furosemide,00054-8301-25,,80,,,,10,0
Furosemide,00378-0208-01,,20,,,,100,0
Furosemide,00378-0208-10,,20,,,,1000,0
Furosemide,00378-0216-01,,40,,,,100,0
Furosemide,00378-0216-10,,40,,,,1000,0
Furosemide,00378-0232-01,,80,,,,100,0
Furosemide,00378-0232-05,,80,,,,500,0
Furosemide,00615-0446-05,,40,,,,15,0
Furosemide,00615-0446-14,,40,,,,14,0
Furosemide,00615-0446-31,,40,,,,31,0
Furosemide,00615-0446-39,,40,,,,30,0
Furosemide,00615-1569-05,,20,,,,15,0
Furosemide,00615-1569-14,,20,,,,14,0
Furosemide,00615-1569-30,,20,,,,6,0
Furosemide,00615-1569-31,,20,,,,31,0
Furosemide,00615-1569-39,,20,,,,30,0
Furosemide,00615-1571-14,,80,,,,14,0
Furosemide,00615-1571-31,,80,,,,31,0
Furosemide,00615-1571-39,,80,,,,30,0
Furosemide,00615-7937-05,,20,,,,15,0
Furosemide,00615-7937-07,,20,,,,7,0
Furosemide,00615-7937-14,,20,,,,14,0
Furosemide,00615-7937-28,,20,,,,28,0
Furosemide,00615-7937-30,,20,,,,6,0
Furosemide,00615-7937-39,,20,,,,30,0
Furosemide,00615-7957-39,,80,,,,30,0
Furosemide,00781-1446-01,,80,,,,100,0
Furosemide,00781-1446-05,,80,,,,500,0
Furosemide,00781-1818-01,,20,,,,100,0
Furosemide,00781-1818-10,,20,,,,1000,0
Furosemide,00781-1966-01,,40,,,,100,0
Furosemide,00781-1966-10,,40,,,,1000,0
Furosemide,10544-0131-30,,20,,,,30,0
Furosemide,10544-0131-90,,20,,,,90,0
Furosemide,10544-0584-30,,40,,,,30,0
Furosemide,10544-0584-90,,40,,,,90,0
Furosemide,12634-0416-00,,20,,,,10,0
Furosemide,12634-0416-01,,20,,,,100,0
Furosemide,12634-0416-09,,20,,,,35,0
Furosemide,12634-0416-12,,20,,,,120,0
Furosemide,12634-0416-18,,20,,,,180,0
Furosemide,12634-0416-40,,20,,,,40,0
Furosemide,12634-0416-42,,20,,,,42,0
Furosemide,12634-0416-45,,20,,,,45,0
Furosemide,12634-0416-50,,20,,,,50,0
Furosemide,12634-0416-52,,20,,,,12,0
Furosemide,12634-0416-54,,20,,,,14,0
Furosemide,12634-0416-57,,20,,,,20,0
Furosemide,12634-0416-59,,20,,,,30,0
Furosemide,12634-0416-60,,20,,,,60,0
Furosemide,12634-0416-61,,20,,,,10,0
Furosemide,12634-0416-63,,20,,,,3,0
Furosemide,12634-0416-66,,20,,,,6,0
Furosemide,12634-0416-67,,20,,,,7,0
Furosemide,12634-0416-69,,20,,,,9,0
Furosemide,12634-0416-71,,20,,,,30,0
Furosemide,12634-0416-74,,20,,,,24,0
Furosemide,12634-0416-78,,20,,,,28,0
Furosemide,12634-0416-79,,20,,,,25,0
Furosemide,12634-0416-80,,20,,,,20,0
Furosemide,12634-0416-81,,20,,,,21,0
Furosemide,12634-0416-82,,20,,,,12,0
Furosemide,12634-0416-84,,20,,,,14,0
Furosemide,12634-0416-85,,20,,,,15,0
Furosemide,12634-0416-90,,20,,,,90,0
Furosemide,12634-0416-91,,20,,,,1,0
Furosemide,12634-0416-92,,20,,,,2,0
Furosemide,12634-0416-93,,20,,,,3,0
Furosemide,12634-0416-94,,20,,,,4,0
Furosemide,12634-0416-95,,20,,,,5,0
Furosemide,12634-0416-96,,20,,,,6,0
Furosemide,12634-0416-97,,20,,,,7,0
Furosemide,12634-0416-98,,20,,,,98,0
Furosemide,12634-0416-99,,20,,,,9,0
Furosemide,12634-0533-00,,40,,,,10,0
Furosemide,12634-0533-01,,40,,,,100,0
Furosemide,12634-0533-09,,40,,,,35,0
Furosemide,12634-0533-12,,40,,,,120,0
Furosemide,12634-0533-18,,40,,,,180,0
Furosemide,12634-0533-40,,40,,,,40,0
Furosemide,12634-0533-42,,40,,,,42,0
Furosemide,12634-0533-45,,40,,,,45,0
Furosemide,12634-0533-50,,40,,,,50,0
Furosemide,12634-0533-52,,40,,,,12,0
Furosemide,12634-0533-54,,40,,,,14,0
Furosemide,12634-0533-57,,40,,,,20,0
Furosemide,12634-0533-59,,40,,,,30,0
Furosemide,12634-0533-60,,40,,,,60,0
Furosemide,12634-0533-61,,40,,,,10,0
Furosemide,12634-0533-63,,40,,,,3,0
Furosemide,12634-0533-66,,40,,,,6,0
Furosemide,12634-0533-67,,40,,,,7,0
Furosemide,12634-0533-69,,40,,,,9,0
Furosemide,12634-0533-71,,40,,,,30,0
Furosemide,12634-0533-74,,40,,,,24,0
Furosemide,12634-0533-78,,40,,,,28,0
Furosemide,12634-0533-79,,40,,,,25,0
Furosemide,12634-0533-80,,40,,,,20,0
Furosemide,12634-0533-81,,40,,,,21,0
Furosemide,12634-0533-82,,40,,,,12,0
Furosemide,12634-0533-84,,40,,,,14,0
Furosemide,12634-0533-85,,40,,,,15,0
Furosemide,12634-0533-90,,40,,,,90,0
Furosemide,12634-0533-91,,40,,,,1,0
Furosemide,12634-0533-92,,40,,,,2,0
Furosemide,12634-0533-93,,40,,,,3,0
Furosemide,12634-0533-94,,40,,,,4,0
Furosemide,12634-0533-95,,40,,,,5,0
Furosemide,12634-0533-96,,40,,,,6,0
Furosemide,12634-0533-97,,40,,,,7,0
Furosemide,12634-0533-98,,40,,,,8,0
Furosemide,12634-0533-99,,40,,,,9,0
Furosemide,17856-3298-01,,40,,,,5,0
Furosemide,17856-3755-01,,40,,,,240,0
Furosemide,21695-0490-00,,20,,,,100,0
Furosemide,21695-0490-07,,20,,,,7,0
Furosemide,21695-0490-10,,20,,,,10,0
Furosemide,21695-0490-30,,20,,,,30,0
Furosemide,21695-0490-90,,20,,,,90,0
Furosemide,21695-0491-00,,40,,,,100,0
Furosemide,21695-0491-30,,40,,,,30,0
Furosemide,21695-0491-90,,40,,,,90,0
Furosemide,33261-0174-00,,20,,,,100,0
Furosemide,33261-0174-08,,20,,,,8,0
Furosemide,33261-0174-14,,20,,,,14,0
Furosemide,33261-0174-20,,20,,,,20,0
Furosemide,33261-0174-30,,20,,,,30,0
Furosemide,33261-0174-60,,20,,,,60,0
Furosemide,33261-0174-90,,20,,,,90,0
Furosemide,33261-0374-00,,40,,,,100,0
Furosemide,33261-0374-30,,40,,,,30,0
Furosemide,33261-0374-60,,40,,,,60,0
Furosemide,33261-0374-90,,40,,,,90,0
Furosemide,35356-0873-30,,40,,,,30,0
Furosemide,35356-0873-90,,40,,,,90,0
Furosemide,35356-0920-30,,20,,,,30,0
Furosemide,35356-0920-60,,20,,,,60,0
Furosemide,35356-0920-90,,20,,,,90,0
Furosemide,42708-0026-30,,40,,,,30,0
Furosemide,42708-0123-30,,40,,,,30,0
Furosemide,43063-0075-01,,40,,,,100,0
Furosemide,43063-0075-04,,40,,,,4,0
Furosemide,43063-0075-10,,40,,,,10,0
Furosemide,43063-0075-14,,40,,,,14,0
Furosemide,43063-0075-30,,40,,,,30,0
Furosemide,43063-0075-60,,40,,,,60,0
Furosemide,43063-0075-90,,40,,,,90,0
Furosemide,43063-0416-01,,20,,,,100,0
Furosemide,43063-0416-30,,20,,,,30,0
Furosemide,43063-0416-79,,20,,,,1,0
Furosemide,43063-0416-90,,20,,,,90,0
Furosemide,43063-0702-21,,20,,,,21,0
Furosemide,43063-0702-30,,20,,,,30,0
Furosemide,43063-0702-60,,20,,,,60,0
Furosemide,43063-0702-79,,20,,,,1,0
Furosemide,43063-0702-90,,20,,,,90,0
Furosemide,43063-0716-01,,40,,,,100,0
Furosemide,43063-0716-30,,40,,,,30,0
Furosemide,43063-0716-60,,40,,,,60,0
Furosemide,43063-0716-90,,40,,,,90,0
Furosemide,43063-0806-21,,20,,,,21,0
